clgx-advisorypor-app-sbx-8e33,sandboxvm,us-central1-c,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,demo-vm-14,us-central1-a,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,geoserver-labs-dev,us-central1-a,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,hvt-canada-proc,us-central1-a,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-broker-0,us-central1-a,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,kafka-connect-0,us-central1-a,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-control-center-0,us-central1-a,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,kafka-ksql-0,us-central1-a,n1-standard-4,running,false
clgx-algorithm-proc-dev-eddd,kafka-rest-0,us-central1-a,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-schema-registry-0,us-central1-a,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-zookeeper-0,us-central1-a,n1-standard-4,running,false
clgx-algorithm-proc-dev-eddd,ldm-dist-wvs-0,us-central1-a,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,qctool2-pgsql-m,us-central1-a,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,wvs-jumpbox,us-central1-a,n1-standard-1,running,false
clgx-algorithm-proc-dev-eddd,fvt-linux,us-central1-c,n2-standard-8,running,false
clgx-algorithm-proc-dev-eddd,fvt-windows-1,us-central1-c,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,fvt-windows-2,us-central1-c,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,kafka-broker-2,us-central1-c,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,kafka-schema-registry-2,us-central1-c,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-zookeeper-2,us-central1-c,n1-standard-4,running,false
clgx-algorithm-proc-dev-eddd,kafka-broker-1,us-central1-b,n1-standard-8,running,false
clgx-algorithm-proc-dev-eddd,kafka-connect-1,us-central1-b,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-ksql-1,us-central1-b,n1-standard-4,running,false
clgx-algorithm-proc-dev-eddd,kafka-rest-1,us-central1-b,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-schema-registry-1,us-central1-b,n1-standard-2,running,false
clgx-algorithm-proc-dev-eddd,kafka-zookeeper-1,us-central1-b,n1-standard-4,running,false
clgx-algorithm-proc-dev-eddd,ldm-dist-wvs-1,us-central1-b,n1-standard-2,running,false
clgx-analytics1-b63c,abla-test,us-west1-b,n1-standard-4,stopped,false
clgx-analytics1-b63c,deep-learning-gpu,us-central1-c,n1-standard-1,stopped,false
clgx-analytics1-b63c,taylor-mldeploy,us-central1-c,n1-standard-1,running,false
clgx-analytics1-b63c,hackathon-jumpbox,us-west1-a,n1-standard-1,stopped,false
clgx-analytics1-b63c,hackathon1-gpu-m,us-west1-a,n1-standard-4,stopped,false
clgx-analytics1-b63c,hackathon1-m,us-west1-a,n1-standard-16,stopped,false
clgx-analytics1-b63c,hackathon1-w-0,us-west1-a,n1-standard-16,stopped,false
clgx-analytics1-b63c,hackathon1-w-1,us-west1-a,n1-standard-16,stopped,false
clgx-analytics1-b63c,hackathon1-w-2,us-west1-a,n1-standard-16,stopped,false
clgx-analytics1-b63c,hackathon1-w-3,us-west1-a,n1-standard-16,stopped,false
clgx-analytics1-b63c,wei-test1,us-west1-a,n1-standard-1,stopped,false
clgx-analytics12-ec0d,chuck-win2016,us-central1-c,n1-standard-1,stopped,false
clgx-analytics12-ec0d,taylor-mldeploy,us-central1-c,n1-standard-1,stopped,false
clgx-analytics12-ec0d,hackathon12-m,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,hackathon12-w-0,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,hackathon12-w-1,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,hackathon12-w-2,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,hackathon12-w-3,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,kien-cluster-m,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,kien-gpu-m,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,kien-gpu-v100-m,us-west1-a,n1-standard-8,stopped,false
clgx-analytics12-ec0d,kien-gpu2-m,us-west1-a,n1-standard-16,stopped,false
clgx-analytics12-ec0d,kien-gpu3-m,us-west1-a,n1-standard-16,stopped,false
clgx-analytics14-01c4,roderick-cluster2-m,us-west1-b,n1-standard-4,stopped,false
clgx-analytics14-01c4,roderick-cluster2-sw-0176,us-west1-b,n1-standard-4,running,false
clgx-analytics14-01c4,roderick-cluster2-sw-2gnt,us-west1-b,n1-standard-4,running,false
clgx-analytics14-01c4,roderick-cluster2-sw-hnhr,us-west1-b,n1-standard-4,running,false
clgx-analytics14-01c4,roderick-cluster2-w-0,us-west1-b,n1-standard-4,stopped,false
clgx-analytics14-01c4,roderick-cluster2-w-1,us-west1-b,n1-standard-4,stopped,false
clgx-analytics14-01c4,from-the-window,us-central1-c,n1-standard-1,running,false
